#erel:= 0.850;
#emax:= 2600.579;
#q:= 0.000;
#nesce:=    10;
#etime:= 0.041;
#snodes:=   234;
param nS:=    10;
param nSG:=    34;
param nRVSG :=
1 24
5 2
9 2
13 2
17 2
21 9
25 2
29 2
33 2
2 24
6 2
10 2
14 2
18 2
22 2
26 2
30 2
34 24
3 24
7 20
11 17
15 2
19 2
23 2
27 2
31 2
4 24
8 2
12 2
16 13
20 2
24 2
28 4
32 2
;


param ScenF :=
1 40.2073
59 107.108
117 58.646
175 40.7328
2 58.9108
60 113.31
118 65.9341
176 34.1875
3 55.6328
61 102.124
119 73.0283
177 42.3614
4 47.7445
62 89.3999
120 71.1751
178 66.8585
5 40.1559
63 69.5633
121 0.297626
179 81.2304
6 39.6778
64 64.9418
122 0
180 82.5661
7 47.7182
65 62.0658
123 0.270788
181 54.5876
8 57.5087
66 62.4974
124 0
182 0.369114
9 76.8123
67 65.0752
125 0.274263
183 0.2512
10 73.4954
68 79.4123
126 0
184 0.356072
11 47.5915
69 77.7772
127 18.6389
185 0.1926
12 41.2135
70 73.6151
128 36.3115
186 0.367809
13 37.3447
71 65.7332
129 38.8371
187 0.1048
14 35.6966
72 68.0726
130 38.6502
188 0.389401
15 35.4908
73 33.3238
131 57.215
189 0.0001
16 34.2694
74 56.7474
132 66.1076
190 0.392346
17 40.5291
75 50.8809
133 54.6899
191 0
18 52.2224
76 41.3645
134 42.8814
192 0.368221
19 78.2913
77 28.6846
135 41.4533
193 0
20 105.821
78 39.0409
136 38.7141
194 105.919
21 115.726
79 58.1809
137 33.508
195 95.2097
22 107.426
80 70.5815
138 28.2512
196 87.0065
23 102.315
81 95.7266
139 31.6448
197 78.3066
24 88.2292
82 97.1668
140 47.8651
198 0.340118
25 7.83821
83 105.134
141 59.4641
199 0
26 9.27953
84 114.921
142 66.1911
200 0.31587
27 12.9579
85 108.039
143 45.2179
201 0
28 15.7185
86 100.842
144 0.284646
202 0.26667
29 18.3704
87 91.0581
145 0
203 0
30 17.6993
88 84.2242
146 0.309994
204 0.265949
31 20.3062
89 86.619
147 0
205 0
32 12.0349
90 86.804
148 0.376833
206 0.316495
33 6.53903
91 101.039
149 0.0002
207 0
34 24.5028
92 114.853
150 0.42682
208 0
35 39.6412
93 123.278
151 0.089
209 0.804929
36 38.0982
94 109.47
152 71.807
210 207.275
37 38.5169
95 97.2758
153 89.7723
211 0
38 36.8205
