# Parameters for Flexible Demand Model
# Date: 2026-01-01 | Resolution: 15 min | Mode: uniform
# Periods: 96 | Units: MWh

## Central Demand
param FD :=
            1 5.5
            2 5.5
            3 5.5
            4 5.5
            5 5.07
            6 5.07
            7 5.07
            8 5.07
            9 4.73
            10 4.73
            11 4.73
            12 4.73
            13 4.5
            14 4.5
            15 4.5
            16 4.5
            17 4.36
            18 4.36
            19 4.36
            20 4.36
            21 4.43
            22 4.43
            23 4.43
            24 4.43
            25 4.59
            26 4.59
            27 4.59
            28 4.59
            29 4.8
            30 4.8
            31 4.8
            32 4.8
            33 5.27
            34 5.27
            35 5.27
            36 5.27
            37 5.84
            38 5.84
            39 5.84
            40 5.84
            41 6.33
            42 6.33
            43 6.33
            44 6.33
            45 6.69
            46 6.69
            47 6.69
            48 6.69
            49 7.01
            50 7.01
            51 7.01
            52 7.01
            53 7.05
            54 7.05
            55 7.05
            56 7.05
            57 6.83
            58 6.83
            59 6.83
            60 6.83
            61 6.69
            62 6.69
            63 6.69
            64 6.69
            65 6.95
            66 6.95
            67 6.95
            68 6.95
            69 7.33
            70 7.33
            71 7.33
            72 7.33
            73 7.62
            74 7.62
            75 7.62
            76 7.62
            77 7.95
            78 7.95
            79 7.95
            80 7.95
            81 7.92
            82 7.92
            83 7.92
            84 7.92
            85 7.34
            86 7.34
            87 7.34
            88 7.34
            89 6.46
            90 6.46
            91 6.46
            92 6.46
            93 5.51
            94 5.51
            95 5.51
            96 5.51
;

## Lower Bound on Flexible Demand
param FD_L :=
            1 4.4
            2 4.4
            3 4.4
            4 4.4
            5 4.05
            6 4.05
            7 4.05
            8 4.05
            9 3.79
            10 3.79
            11 3.79
            12 3.79
            13 3.6
            14 3.6
            15 3.6
            16 3.6
            17 3.49
            18 3.49
            19 3.49
            20 3.49
            21 3.54
            22 3.54
            23 3.54
            24 3.54
            25 3.67
            26 3.67
            27 3.67
            28 3.67
            29 3.84
            30 3.84
            31 3.84
            32 3.84
            33 4.22
            34 4.22
            35 4.22
            36 4.22
            37 4.67
            38 4.67
            39 4.67
            40 4.67
            41 5.07
            42 5.07
            43 5.07
            44 5.07
            45 5.35
            46 5.35
            47 5.35
            48 5.35
            49 5.61
            50 5.61
            51 5.61
            52 5.61
            53 5.64
            54 5.64
            55 5.64
            56 5.64
            57 5.46
            58 5.46
            59 5.46
            60 5.46
            61 5.35
            62 5.35
            63 5.35
            64 5.35
            65 5.56
            66 5.56
            67 5.56
            68 5.56
            69 5.86
            70 5.86
            71 5.86
            72 5.86
            73 6.1
            74 6.1
            75 6.1
            76 6.1
            77 6.36
            78 6.36
            79 6.36
            80 6.36
            81 6.34
            82 6.34
            83 6.34
            84 6.34
            85 5.87
            86 5.87
            87 5.87
            88 5.87
            89 5.17
            90 5.17
            91 5.17
            92 5.17
            93 4.41
            94 4.41
            95 4.41
            96 4.41
;

## Upper Bound on Flexible Demand
param FD_U :=
            1 6.6
            2 6.6
            3 6.6
            4 6.6
            5 6.08
            6 6.08
            7 6.08
            8 6.08
            9 5.68
