2025-01-01	132.49	132.49	132.49	132.49	122.43	122.43	122.43	122.43	108.3	108.3	108.3	108.3	108.09	108.09	108.09	108.09	108.3	108.3	108.3	108.3	110.81	110.81	110.81	110.81	112.3	112.3	112.3	112.3	96	96	96	96	102	102	102	102	70	70	70	70	40	40	40	40	70	70	70	70	53.88	53.88	53.88	53.88	65	65	65	65	104.5	104.5	104.5	104.5	72.44	72.44	72.44	72.44	87	87	87	87	125.4	125.4	125.4	125.4	147	147	147	147	151.78	151.78	151.78	151.78	153.5	153.5	153.5	153.5	151.69	151.69	151.69	151.69	152.75	152.75	152.75	152.75	138.91	138.91	138.91	138.91
2025-01-02	124.72	124.72	124.72	124.72	117.14	117.14	117.14	117.14	113	113	113	113	110.02	110.02	110.02	110.02	106.82	106.82	106.82	106.82	108.11	108.11	108.11	108.11	113	113	113	113	136.96	136.96	136.96	136.96	165.88	165.88	165.88	165.88	160.44	160.44	160.44	160.44	133.16	133.16	133.16	133.16	126.71	126.71	126.71	126.71	122.97	122.97	122.97	122.97	118.2	118.2	118.2	118.2	124.65	124.65	124.65	124.65	130.11	130.11	130.11	130.11	139.5	139.5	139.5	139.5	154.4	154.4	154.4	154.4	159.18	159.18	159.18	159.18	161.99	161.99	161.99	161.99	162.1	162.1	162.1	162.1	157.88	157.88	157.88	157.88	143	143	143	143	139	139	139	139
2025-01-03	124.85	124.85	124.85	124.85	99.42	99.42	99.42	99.42	93.93	93.93	93.93	93.93	91.09	91.09	91.09	91.09	88.16	88.16	88.16	88.16	91.77	91.77	91.77	91.77	95.6	95.6	95.6	95.6	105.2	105.2	105.2	105.2	137.22	137.22	137.22	137.22	134.53	134.53	134.53	134.53	121.47	121.47	121.47	121.47	110.81	110.81	110.81	110.81	102.16	102.16	102.16	102.16	96.84	96.84	96.84	96.84	95.05	95.05	95.05	95.05	98.22	98.22	98.22	98.22	108.17	108.17	108.17	108.17	135.14	135.14	135.14	135.14	139	139	139	139	139.75	139.75	139.75	139.75	136.12	136.12	136.12	136.12	133.12	133.12	133.12	133.12	127.58	127.58	127.58	127.58	126.89	126.89	126.89	126.89
2025-01-04	112.06	112.06	112.06	112.06	103.8	103.8	103.8	103.8	95.48	95.48	95.48	95.48	91.38	91.38	91.38	91.38	92.62	92.62	92.62	92.62	99	99	99	99	107.16	107.16	107.16	107.16	115	115	115	115	121.26	121.26	121.26	121.26	126.75	126.75	126.75	126.75	127.15	127.15	127.15	127.15	114	114	114	114	106.83	106.83	106.83	106.83	102.99	102.99	102.99	102.99	107.52	107.52	107.52	107.52	97.35	97.35	97.35	97.35	120.46	120.46	120.46	120.46	133	133	133	133	141.76	141.76	141.76	141.76	136.89	136.89	136.89	136.89	126.43	126.43	126.43	126.43	122.7	122.7	122.7	122.7	118	118	118	118	110	110	110	110
2025-01-05	74.47	74.47	74.47	74.47	56.92	56.92	56.92	56.92	45	45	45	45	31.74	31.74	31.74	31.74	28	28	28	28	20	20	20	20	15	15	15	15	29	29	29	29	29.06	29.06	29.06	29.06	34.22	34.22	34.22	34.22	36	36	36	36	45.86	45.86	45.86	45.86	46.74	46.74	46.74	46.74	41.94	41.94	41.94	41.94	33	33	33	33	30.8	30.8	30.8	30.8	33.13	33.13	33.13	33.13	57.63	57.63	57.63	57.63	65.42	65.42	65.42	65.42	65.73	65.73	65.73	65.73	61.52	61.52	61.52	61.52	60	60	60	60	50	50	50	50	38.01	38.01	38.01	38.01
2025-01-06	19.9	19.9	19.9	19.9	10.02	10.02	10.02	10.02	6.17	6.17	6.17	6.17	3.52	3.52	3.52	3.52	3.52	3.52	3.52	3.52	9.84	9.84	9.84	9.84	20	20	20	20	46.71	46.71	46.71	46.71	60.62	60.62	60.62	60.62	56.26	56.26	56.26	56.26	52.85	52.85	52.85	52.85	54.22	54.22	54.22	54.22	51.63	51.63	51.63	51.63	48.66	48.66	48.66	48.66	47.2	47.2	47.2	47.2	50.2	50.2	50.2	50.2	54.22	54.22	54.22	54.22	78.9	78.9	78.9	78.9	92.4	92.4	92.4	92.4	109.99	109.99	109.99	109.99	116.15	116.15	116.15	116.15	117.78	117.78	117.78	117.78	105.93	105.93	105.93	105.93	89.99	89.99	89.99	89.99
2025-01-07	106.58	106.58	106.58	106.58	77.75	77.75	77.75	77.75	49.9	49.9	49.9	49.9	30.73	30.73	30.73	30.73	14.2	14.2	14.2	14.2	41.7	41.7	41.7	41.7	90.06	90.06	90.06	90.06	93.19	93.19	93.19	93.19	119.97	119.97	119.97	119.97	106.03	106.03	106.03	106.03	93.49	93.49	93.49	93.49	74.66	74.66	74.66	74.66	74.23	74.23	74.23	74.23	72.99	72.99	72.99	72.99	72.99	72.99	72.99	72.99	80.02	80.02	80.02	80.02	95.01	95.01	95.01	95.01	117	117	117	117	130	130	130	130	125	125	125	125	115.35	115.35	115.35	115.35	112.7	112.7	112.7	112.7	102.63	102.63	102.63	102.63	89	89	89	89
2025-01-08	75.23	75.23	75.23	75.23	70.09	70.09	70.09	70.09	58.97	58.97	58.97	58.97	52.2	52.2	52.2	52.2	53.79	53.79	53.79	53.79	68.7	68.7	68.7	68.7	87	87	87	87	101.61	101.61	101.61	101.61	131.96	131.96	131.96	131.96	112.11	112.11	112.11	112.11	72.48	72.48	72.48	72.48	72.06	72.06	72.06	72.06	84.67	84.67	84.67	84.67	80.79	80.79	80.79	80.79	72	72	72	72	72	72	72	72	88.49	88.49	88.49	88.49	108	108	108	108	107	107	107	107	120.52	120.52	120.52	120.52	117.96	117.96	117.96	117.96	112.52	112.52	112.52	112.52	112.01	112.01	112.01	112.01	94.27	94.27	94.27	94.27
2025-01-09	70.47	70.47	70.47	70.47	51	51	51	51	47.39	47.39	47.39	47.39	28.61	28.61	28.61	28.61	8	8	8	8	30	30	30	30	72.08	72.08	72.08	72.08	88.45	88.45	88.45	88.45	99	99	99	99	104.71	104.71	104.71	104.71	100	100	100	100	92.26	92.26	92.26	92.26	100.35	100.35	100.35	100.35	91	91	91	91	89.92	89.92	89.92	89.92	85.09	85.09	85.09	85.09	109.4	109.4	109.4	109.4	131.21	131.21	131.21	131.21	140.46	140.46	140.46	140.46	137.01	137.01	137.01	137.01	141.3	141.3	141.3	141.3	135.01	135.01	135.01	135.01	116.38	116.38	116.38	116.38	101	101	101	101
2025-01-10	97.95	97.95	97.95	97.95	92.66	92.66	92.66	92.66	88.82	88.82	88.82	88.82	80.94	80.94	80.94	80.94	83	83	83	83	90	90	90	90	107.13	107.13	107.13	107.13	126.12	126.12	126.12	126.12	142.5	142.5	142.5	142.5	140.8	140.8	140.8	140.8	124.41	124.41	124.41	124.41	113.59	113.59	113.59	113.59	112.43	112.43	112.43	112.43	107.01	107.01	107.01	107.01	111.18	111.18	111.18	111.18	119.11	119.11	119.11	119.11	122	122	122	122	132.58	132.58	132.58	132.58	141.28	141.28	141.28	141.28	140	140	140	140	129.53	129.53	129.53	129.53	118.18	118.18	118.18	118.18	115.35	115.35	115.35	115.35	109.85	109.85	109.85	109.85
2025-01-11	112	112	112	112	95	95	95	95	84.87	84.87	84.87	84.87	84.49	84.49	84.49	84.49	79.78	79.78	79.78	79.78	85	85	85	85	85	85	85	85	83.7	83.7	83.7	83.7	92.3	92.3	92.3	92.3	102.9	102.9	102.9	102.9	105	105	105	105	84.14	84.14	84.14	84.14	80.08	80.08	80.08	80.08	80	80	80	80	71.22	71.22	71.22	71.22	66.33	66.33	66.33	66.33	83	83	83	83	110.3	110.3	110.3	110.3	112.41	112.41	112.41	112.41	118.55	118.55	118.55	118.55	118	118	118	118	113.1	113.1	113.1	113.1	114.2	114.2	114.2	114.2	111.1	111.1	111.1	111.1
2025-01-12	106	106	106	106	99.9	99.9	99.9	99.9	95.1	95.1	95.1	95.1	91	91	91	91	88.45	88.45	88.45	88.45	89.04	89.04	89.04	89.04	93.09	93.09	93.09	93.09	101.1	101.1	101.1	101.1	110.33	110.33	110.33	110.33	116.02	116.02	116.02	116.02	102.9	102.9	102.9	102.9	8.07	8.07	8.07	8.07	0	0	0	0	1.01	1.01	1.01	1.01	1.76	1.76	1.76	1.76	7.52	7.52	7.52	7.52	70.96	70.96	70.96	70.96	114.9	114.9	114.9	114.9	138.44	138.44	138.44	138.44	136.3	136.3	136.3	136.3	130.2	130.2	130.2	130.2	125	125	125	125	119.93	119.93	119.93	119.93	115.7	115.7	115.7	115.7
2025-01-13	115.09	115.09	115.09	115.09	110.85	110.85	110.85	110.85	109.28	109.28	109.28	109.28	109.93	109.93	109.93	109.93	108.5	108.5	108.5	108.5	107.54	107.54	107.54	107.54	127.38	127.38	127.38	127.38	134.29	134.29	134.29	134.29	176.5	176.5	176.5	176.5	140	140	140	140	135.3	135.3	135.3	135.3	111.92	111.92	111.92	111.92	107.88	107.88	107.88	107.88	100.81	100.81	100.81	100.81	105.57	105.57	105.57	105.57	107.42	107.42	107.42	107.42	131.64	131.64	131.64	131.64	155.64	155.64	155.64	155.64	163.17	163.17	163.17	163.17	163.4	163.4	163.4	163.4	143.39	143.39	143.39	143.39	140	140	140	140	130	130	130	130	121.85	121.85	121.85	121.85
2025-01-14	116.49	116.49	116.49	116.49	115.23	115.23	115.23	115.23	112.53	112.53	112.53	112.53	111.75	111.75	111.75	111.75	112.05	112.05	112.05	112.05	115.54	115.54	115.54	115.54	130.72	130.72	130.72	130.72	155.5	155.5	155.5	155.5	190.02	190.02	190.02	190.02	150.55	150.55	150.55	150.55	133.73	133.73	133.73	133.73	114	114	114	114	107.37	107.37	107.37	107.37	111.38	111.38	111.38	111.38	106.94	106.94	106.94	106.94	106.94	106.94	106.94	106.94	127.53	127.53	127.53	127.53	145.87	145.87	145.87	145.87	174.31	174.31	174.31	174.31	184	184	184	184	155.67	155.67	155.67	155.67	140.01	140.01	140.01	140.01	143.41	143.41	143.41	143.41	141.98	141.98	141.98	141.98
2025-01-15	124.97	124.97	124.97	124.97	122	122	122	122	119.6	119.6	119.6	119.6	118.1	118.1	118.1	118.1	118.75	118.75	118.75	118.75	120.53	120.53	120.53	120.53	145.66	145.66	145.66	145.66	172.33	172.33	172.33	172.33	231.6	231.6	231.6	231.6	146.37	146.37	146.37	146.37	133.92	133.92	133.92	133.92	119.43	119.43	119.43	119.43	116.9	116.9	116.9	116.9	112.28	112.28	112.28	112.28	109.99	109.99	109.99	109.99	106.14	106.14	106.14	106.14	115	115	115	115	128.88	128.88	128.88	128.88	156.28	156.28	156.28	156.28	173.97	173.97	173.97	173.97	167.35	167.35	167.35	167.35	146.07	146.07	146.07	146.07	138.87	138.87	138.87	138.87	122.27	122.27	122.27	122.27
